name,type,lat,lng
ANM Upper Primary School Edavaka,school,11.786033189410517,75.96183403585795
D C M Upper Primary School Thirunelly,school,11.90666733779827,76.03334822793967
AUP School Dwaraka,school,11.759380660893214,76.00728998272149
Rchss Ground,school,11.576897008470935,76.0623721213033
WOHSS Pinangode,school,11.626215876936934,76.01805630554398
Assumption A U P School,school,11.662713561492593,76.25217069969399
Government Upper Primary School Kambalakkad,school,11.677247539346194,76.0762267931582
"GHS, Anappara",school,11.600247892520402,76.25004567903345
GHSS Anapara school,school,11.598508103145448,76.24983913822996
St. Mary's AUP School Kabanigiri,school,11.856439301186251,76.18025506179582
Nirmala High School. Kabanigiri,school,11.85575488299936,76.180069385502
Mint Mall,mall,11.664194142674503,76.26162589629399
Tee pee motors,car_repair,11.659084580971813,76.27890464016076
The Green Hils Public School,school,11.672600129012606,76.28908205154269
"Government Higher Secondary School, Moolankavu",school,11.674443452054986,76.2889148829025
St Thomas Higher Secondary School Nadavayal,school,11.73846438541638,76.11847023902739
St Thomas Lower Primary School Nadavayal,school,11.739795916832716,76.11988390984803
Niravilppusha dairy producers co-operative society,dairy,11.742857835493108,75.86115423061929
"Jawahar Navodaya Vidyalaya, Lakkidi",school,11.535316109396192,76.02050352422187
Amma Sahayam Upper Primary School Thekkumthara,school,11.649065450958515,76.0411633203335
SABU SHOP,trade,11.701160881625778,76.05365633542613
Nivedhitha Vidhya Nikethan Upper Primary school,school,11.699145222297638,76.08291191699747
Government Higher Secondary School Kaniyambetta,school,11.6998531602863,76.08350943040249
Government Polytechnic College Meenangadi,school,11.665135861796534,76.15424076678536
Kunthani School,school,11.631388015809176,76.25969994283743
"Gvhss Ambalavayal High School, Kerala",school,11.621965030566475,76.21303301890653
"CMS Higher Secondary School, Arapetta",school,11.54056866812752,76.1603256323961
vanhode AUPS,school,11.755680343196286,75.90575290753915
M T D M Higher Secondary School Thondernadu,school,11.755440850850677,75.88057036141352
Sree Narayana Higher Secondary School Poothadi,school,11.712973117121042,76.11729542990814
St Annes English Medium Public School,school,11.733108214001733,75.9420070713523
Government Higher Secondary School Koleri,school,11.71327646255793,76.16813597148155
Government High School Athiratukunnu,school,11.742482228967924,76.16863890938596
Government High School Beenachi,school,11.662333860236481,76.23474235112441
"Vijaya Higher Secondary , High School Ground",school,11.790981827091112,76.16705692587668
tea shop and grocery,supermarket,11.832663801229556,75.96871646544935
Amrita Vidyalayam Pulpally,school,11.781970755245448,76.16460824903729
"W.O Higher Secondary School, Muttil",school,11.633379870800981,76.11882905419397
St.Sebastians Upper Primary School Padichira,school,11.837432047425887,76.17715956472925
parisons tea factory outlet,general,11.837161470486874,75.95964295475798
Thalapuzha milk producers co-operative society,dairy,11.835003830687953,75.96407013763528
Car Repair Shop,car_repair,11.656013592059635,76.15980688449189
Government Lower Primary School Meenangadi,school,11.663686581250829,76.16648991223758
St.Peter'S And St.Paul'S English Medium School,school,11.659129467395344,76.17346155292545
Wayanad Milk plant,dairy,11.636246056587195,76.3060779437049
Mar Baselios AUP School Koliyadi,school,11.63543210656847,76.27536767270928
Government Lower Primary School Appad,school,11.696448883499851,76.17300906968131
musus bookstall,books,11.789738719268344,76.16649970568402
live computers,computer,11.790696603740024,76.16641521650935
calicut vegetables,department_store,11.790804435580323,76.16642569962026
Vijaya Lower Primary School,school,11.788721771686701,76.16699125171456
veterinary medical shop,medical_supply,11.789440694638106,76.16658651150459
illikkal bakery,bakery,11.789308050404774,76.16670768859005
shobha textiles,clothes,11.791517244311303,76.16636024332158
indian stores,department_store,11.791462095260194,76.16638274709406
AUPS Cheeral,school,11.608009335322983,76.31554695301926
St.Marys Higher Secondary School Mullankolly,school,11.819144502955309,76.16220905027878
chicken shop,yes,11.693560788229433,76.17620358188908
illath stores,yes,11.693602033333336,76.17624388997291
toddy shop,yes,11.701441619713167,76.1832804791704
GHSS Kakkavayal,school,11.646853545428133,76.14405364711658
Jam Joom Hypermarket,mall,11.6097493,76.081696
Ration Shop,yes,11.63105672704098,76.06587468599811
vijay L P school ground,school,11.789053096523704,76.16692785704676
school entry,school,11.789282595339447,76.16645360193972
Sn balavihar school ground no:1,school,11.78925219198762,76.16628393457579
no:2,school,11.789187455231472,76.16570705303862
st.marys ground,school,11.78866627566583,76.17731506091376
chiken stall,yes,11.718214061046158,76.18837624529348
Popular Used Cars (True Value),car,11.595025793947928,76.07477493193988
menaga textiles,clothes,11.848096049999999,76.06411355
Mundrayil hardware,paint,11.607510917178756,76.31139439472453
johnsons,electronics,11.791575677222536,76.16633909188022
mothers mart,supermarket,11.787121580099793,76.16673317367415
agriculture office,stationery,11.783411133333335,76.16271132121896
appoos,bakery,11.787016586013692,76.1666982587015
town medicals,medical_supply,11.786383339142116,76.1667477337147
beverages outlet,beverages,11.785352354117915,76.1660552679707
amrita vidyalayam,school,11.781927652842418,76.16444877441057
babys store,general,11.786625378669388,76.1664574670618
barber shop,hairdresser,11.786503449857808,76.16684892670548
shashi barber shop,hairdresser,11.786598477422201,76.16645478982556
sv vegetables,general,11.786555053212565,76.16680436214448
Johnson's store,general,11.786593389288509,76.166773406814
"Government High School, Kakkavayal",school,11.647049580581362,76.14460518072549
"Santhi Public School, Cheeral",school,11.607556354298348,76.30985427539727
Government Vocational Higher secondary School Kalpetta,school,11.623943820776002,76.0729605371009
Track and Trail,bicycle,11.808769717530144,76.00482552006724
"Ration Shop, Theneri",grocery,11.6441910796417,76.14495980567658
G S V Higher Secondary School Bathery,school,11.662710864089876,76.26848595767642
Sanjoe public school,school,11.807064562976079,75.99583500352637
sanjoe public school Mananthavady,school,11.806390862752984,75.9948036522354
Indus motors,car,11.648994616805027,76.13846138346709
SKMJ Ground,school,11.621767041127823,76.08738501500963
S D M Lower Primary School Kalpetta,school,11.62367372028086,76.08802206093107
School Ground,school,11.622876757050236,76.08767352620461
"St. Joseph's Convent School, Kalpetta",school,11.61053147651649,76.0792656744414
cement shop,yes,11.786665948996733,76.16638940775286
jwellary,yes,11.792523400044299,76.16563152046785
food,yes,11.791545640035123,76.16610856794054
stationary,yes,11.789823830274644,76.16627535338186
Beenachi government school,school,11.662765962132529,76.23491192724497
Shoppers Stop,department_store,11.556370378673108,76.14184922853477
Thangals Prakriti Gramam,greengrocer,11.620506672115395,76.02629434518737
maruthi point Car Service,car_repair,11.784595097607754,76.16774776628151
Thrissilery Buds School,school,11.846514922821614,76.03353705941173
GHSS Thrissilery,school,11.846733987886019,76.03818221561087
VK ASSOCIATES HARDWARE TILES&SANITARY,tiles,11.793021726563406,75.9944298956927
ph,hardware,11.618678902698152,76.02896063875556
Star bakery,bakery,11.622129230605038,76.02436855138116
A&T Associates,electronics,11.6203270878925,76.02579121346507
St.Marys English School Pulpally,school,11.788484771652428,76.17742312594058
Shoppers Stop,department_store,11.661622674211328,76.25498153666395
Regency,wine,11.661234846994612,76.2561777055346
fresh marginfree,supermarket,11.662152638468164,76.25398841943193
"RC Lower Primary School, Vengappally",school,11.60994114255934,76.04834819610942
Fr.Tezzas Special school,school,11.828758323757818,75.98171346148051
"Government Lower Primary School, Kurichyarmala",school,11.60871185626048,75.99370357047091
AutoCare,car_repair,11.706936941849097,76.09282924295175
Nehda Supermarket,supermarket,11.75007148760687,76.01822988311547
"Holy Infant Mary's Upper Primary School,Chelode",school,11.560512948663971,76.04024087119238
"St. Claret Public School, Charity",school,11.537917419964694,76.04097449945704
Sumin Stores,supermarket,11.550355299999998,76.0387298
Saint Sebastian Upper Primary School Kommayad,school,11.73275322546364,76.01047229532664
"Government High School, Achoor",school,11.599597028629683,76.01577074663372
"Government Lower Primary School, Achooranam",school,11.587189273620657,76.01910297424419
"Love Shore SP School, Pozhuthana",school,11.588100687844323,76.02326363185496
Sree Narayana Aided Lower Primary School Ground (SNALPS)  Kappiset,school,11.800588185514854,76.2088492199537
Government High School Kappiset,school,11.80194889587281,76.20081743511093
Government Upper Primary School Sasimala,school,11.815037729717021,76.1970271199618
Government Lower Primary School Kolavally,school,11.844021078186868,76.20121350149196
Government Lower Primary School Marakkadavu,school,11.868525136325596,76.18318029949327
St Thomas Upper Primary School Perikkalloor,school,11.857083171311844,76.15246483477907
Government High School Perikkallur,school,11.86087584720906,76.15084693817444
Government Upper Primary School Bavali,school,11.848115006958336,76.10998285941226
Assisi Lower Primary School Cheloor,school,11.857698528291419,76.07739232306567
St.Marys English Medium School Chettappalam,school,11.79949757244677,76.19293800993452
Devamatha Aided Lower Primary School Adikolly,school,11.780896612933685,76.18939594417351
Government Lower Primary School Channothukally,school,11.838928487096176,76.20504724052714
"Government Lower Primary School, Lakkidi",school,11.516797846022081,76.02132068916585
J Higher Secondary School Kaluvayal,school,11.76720682592447,76.17832938461778
"Government Upper Primary School, Sugadigiri",school,11.538382719829613,76.03081442245694
Sree Valmeeki Vidya Nikethan,school,11.784128497099566,76.17918349740793
"Government Upper Primary School, Vrindavan",school,11.55095822732246,76.02404572841363
"ST. Thomas Marthoma School, Chundale",school,11.574231969420559,76.0558451643277
St.Thomas A Upper Primary School Mulankolly,school,11.818171550646458,76.16284555121577
"Alternate School, Padapuram - I",school,11.607169174039743,76.04836751933372
St.George Upper Primary School Pulpally,school,11.792892358726439,76.16051351424447
St.George English Medium Pulpally,school,11.794241209929254,76.15553074260731
DEVIVVILASAM VOCATIONALHIGHER SECONDARY SCHOOLVeliyambam,school,11.786351417536965,76.13560069124014
Government Lower School Chegadi,school,11.835384382903813,76.112194121855
"Kendriya Vidyalaya, Kalpetta",school,11.613057163755748,76.07078335672122
Government Lower Primary School Pakkam,school,11.802352943935208,76.10044414999389
Government Lower Primary School Kuppathode,school,11.765187804096696,76.09881515629034
Government Higher Secondary School Neervaram,school,11.774623024613302,76.0812307606748
"HIM Upper Primary School, Kalpetta",school,11.611889817760355,76.08240702736296
"Azar Lower Primary School, Pulpara",school,11.60289039473455,76.0920349075728
"Government Upper Primary School, Cottanad",school,11.571407076793742,76.10921994674061
"Government Upper Primary School, Erumakkoly",school,11.551754041137038,76.10624717060811
"Government Vocational Higher Secondary School, Vellarmala",school,11.498202776084208,76.16000516139768
Alternate School Kadachikkunnu - I,school,11.524334602418389,76.18164879270157
Alternate Jaihind Colony - I,school,11.582924936377154,76.14325505852263
"S Lakshmi V Nikethan,Thrikkaippetta",school,11.598234201302304,76.13201553600734
Government Higher Secondary School Kartikulam,school,11.846256992503417,76.06214871652902
"Govt Lower Primary School, Edayoorkunnu Thirunelly Grama Panchayath Manandavady",school,11.856454846113017,76.04543605804979
Cherakara Estate Lower Primary School,school,11.853233430155447,75.96666187410497
Government Higher Secondary School Thalappuzha,school,11.843300428534073,75.94565299199438
Kusumagiri Lower Primary School Puthiyidom,school,11.858538522103238,75.95021332836006
Government Lower Primary School Kaithakkolly,school,11.862369143738922,75.94307049490021
Government Lower Primary School Makkimala,school,11.868256042279063,75.95036662520245
Government Ashram School Thirunelly,school,11.907311819892051,75.99222436734043
S A Upper Primary School Thirunelly,school,11.906344398113237,75.99921605181684
Government Lower Primary School Chekady,school,11.908603951652212,76.03781462880579
Government Lower Primary School Aranappara,school,11.918774849612912,76.0418476854548
Government high School Tholpetty,school,11.94480871923501,76.05809166958548
C A Lower Primary School Tholpetty,school,11.948457354978434,76.05799770362088
Alternate School Kumizhi,school,11.654793104154605,76.36674241594638
"Government High School, Thrikkaipatta",school,11.603081307182963,76.13222377160572
Gandhi Memorial Residential High School,school,11.662476965724219,76.3426415839253
Sree Rama Vidya Nikethan,school,11.662309532502723,76.32831600029787
Govt Higher Secondary School Kalloor,school,11.663141567442088,76.32709226313602
AUPS Vazhavatta,school,11.612684880402576,76.15315882552703
"St Sebastian's Lower Primary School, Vazhavatta",school,11.617786823024266,76.16420637374306
"Government High School, Nellarchal",school,11.59609119455906,76.18210186824345
"Government Lower Primary School, Puttad",school,11.575707823336748,76.18879552239406
"Government Lower Primary School, Kadalmad",school,11.563570976954143,76.20040014320594
"Alternate School, Kambalakolly",school,11.557814201580115,76.20898204097804
"Government Lower Primary School, Kallukeni",school,11.543453475259785,76.22452481978198
"Auxilium School, Vaduvanchal",school,11.559160343792627,76.22313533353258
"Government High School, Vaduvanchal",school,11.569563819058455,76.21869129758934
Sree Chinmaya Vidhya Mandiram,school,11.571293920763406,76.22041666831021
"Alternate School, Pambala",school,11.570019899021233,76.22863736454005
"Government Lower Primary School, Andoor",school,11.591141067138174,76.22019535028309
Isma Crescent Public School,school,11.617750430082788,76.20130227249751
Sree Vyasa Vidya Mandiram,school,11.6184753446361,76.2167421939739
Government High School Mathamangalam,school,11.651743258843279,76.31672360922042
Aided Lower Primary School Puthenkunnu,school,11.649778106498212,76.28580994897817
Government Lower Primary School Kaithakkal,school,11.75969127672574,76.06036601098668
"St.Joseph's School, Cherukattoor",school,11.771220816142698,76.05960403096589
N Lower Primary School Kammana,school,11.782847614812583,76.03840260090769
"Govrnment Lower Primary School, Malika",school,11.600805354363986,76.22815043812994
Government Higher Secondary School Arattuthara,school,11.79538167676828,76.0466965159805
St. Catherine's Higher Secondary School,school,11.80660587666827,76.05806782007686
"Government Lower Primary School, Ambukuthy",school,11.621511711301824,76.24334305777971
St.Marys English School Cheroor,school,11.819160736285964,76.06211204695686
"GLPS, Chulliyode",school,11.599864593005762,76.26491044712483
"NM Upper Primary School, Valliyoorkavu",school,11.805189664482128,76.0285278602997
Dwarka A Upper Primary School Nalloornadu,school,11.759395840094202,76.00730697317141
Sacred Heart Higher Secondary School Dwaraka,school,11.759714581791025,76.01050398361191
"Government Upper Primary School, Kalinkkara",school,11.595592369563294,76.2926008788884
St.Patricks School Mananthavady,school,11.812269773681463,76.01624686044227
St.Joseph Lower Primary School Pilakkave,school,11.843532767177898,75.99400924981589
St.Joseph TTI Mananthavady,school,11.80973465943518,75.99918639424273
FR. GKM High School Kaniyaram,school,11.807025579933075,75.99722176305507
"Government Lower Primary School, Nambiarkunnu",school,11.586371989294728,76.31502106769102
Nirmal Jyothi Central School,school,11.656364664333713,76.28340028678377
"St. Joseph's Upper Primary School, Meppadi",school,11.552618419324508,76.13705765416691
"St.Joseph Girls High School, Meppadi",school,11.552369684530243,76.13802457606063
"Mount Tabor English School, Meppadi",school,11.553375722068905,76.1383669391147
"WMO English Medium School, Meppadi",school,11.554678729804674,76.13012367260758
"Government Lower Primary School, Chulikka",school,11.530797249524731,76.1355943761796
Meenakshi estatte pady,school,11.521927667200224,76.128805841785
"Government Higher Secondary School, Meppadi",school,11.560260833168732,76.1307130096679
"Government Lower Primary Scool, Meppadi",school,11.561163100726306,76.13037190149663
St Mary's Higher Secondary School,school,11.681739967959702,76.26492507536828
Technical High School Bathery,school,11.666372216751524,76.27515821718526
St.Josephs E.H.S.S Bathery,school,11.663345363537683,76.27122544008024
Government Lower Primary School Kaipanchery,school,11.661524700000001,76.2696004
W M O English School Bathery,school,11.66083757620787,76.25840436970432
Government Lower Primary School Pingatteri,school,11.772991058508058,75.99007034905836
Government Vocational Higher Secondary School Mananthavady,school,11.78935335492374,76.00305053078478
Amritha Vidyalayam,school,11.79780171349422,76.01225244707702
Little Flower English Medium Lower Primary School Mananthavady,school,11.801312733845517,76.00737928155776
Government Upper Primary School Mananthavady,school,11.80129646548905,76.00204215072874
Ideal English School Bathery,school,11.65769435339269,76.24444874062219
Government Lower Primary School Poomala,school,11.6499932411524,76.24992740421477
St Rossello's Central School,school,11.64533042756044,76.24987209912386
St.Rosello's School For S And H Poomala,school,11.64456523019375,76.25018656243432
Government High School Valeri,school,11.762291310935945,75.9330030235378
Government Lower Primary School Puthusseri,school,11.773014406648556,75.91865999625396
Government Lower Primary School Karimbil,school,11.767916149571143,75.87943888517268
Government Higher School Kunhome,school,11.77602176074831,75.87935415658191
Nirmala Lower Primary School Alattil,school,11.808367964291891,75.86360055067153
SNM Lower primary school Varayal,school,11.838908504055235,75.9013240884865
Government Higher Secondary school Valad,school,11.796878209530973,75.88652165911479
St.Sebastins  Lower Primary School Poroor,school,11.801018432706405,75.92726656186967
Sarvodayam Upper Primary School Porur,school,11.797095780853446,75.94190568829988
Government Lower Primary School porur,school,11.797609789980317,75.9412876161014
St.Thomas Upper Primary School Thavinhal,school,11.810449409593486,75.96410745831791
Government Upper Primary School Thalappuzha,school,11.838571025682857,75.95617762941511
Lower Primary School Kaniyaram,school,11.82224212266124,75.99096391676558
PRM Lower Primary School Pandikkadavu,school,11.7940253801528,75.99284597469203
Government Lower Primary School Edakkal,school,11.623234397924207,76.22846340481291
Government Lower Primary school Cheengeri,school,11.64301293911529,76.21464781915866
Government Upper Primary School Kolagappara,school,11.658253226485012,76.20923298952093
A N M Upper primary School Gokalenagar,school,11.680744323565335,76.18269925623275
Mor Basil English School Cheengeri,school,11.639167692022953,76.18757724855907
St.Mary's A Upper Primary School Cheengeri,school,11.640212919430748,76.18707478497187
"Ann's English Medium School, Meenangadi",school,11.65375613896176,76.17311348886221
Government Higher Secondary School Meenangadi,school,11.663866532664318,76.1675102067535
"Government Lower Primary School, Kallupadi",school,11.63408536947504,76.149850032551
A Upper Primary School Kunhome,school,11.741723194937599,75.85557630614552
Government Lower Primary School Korome,school,11.743843183746089,75.87655596455157
"Government Lower Primary School, Mandad",school,11.630505045357879,76.12893729625193
"Government Lower Primary School, Kariampadi",school,11.678284128892074,76.13435274884559
St.Mary's English Medium School Chomady,school,11.678622660246697,76.12844553242842
"Government Higher Secondary School, Panamkandy",school,11.674214888212136,76.12262897354552
"W.M.O English Academy Senior Secondary School, Muttil",school,11.635052260770838,76.1176570229609
W M O English Academy Muttil,school,11.635134976766908,76.1158084860657
Brains Public School Muttil,school,11.640399577403148,76.11798202375002
"W O Upper Primary School, Muttil",school,11.632135623456891,76.1203911353802
W. O School For The Blind And Deaf Muttil,school,11.632846340121652,76.11992875368769
Government Lower Primary School Edapetty,school,11.636348760370408,76.09946628246185
"Government High School, Pariyaram",school,11.651919926656715,76.10343305086144
Ansariya Public School,school,11.67234623269174,76.07804045250427
S A Lower Primary School Veniyode,school,11.680143239278221,76.02544278934624
Valal Upper Primary School Kottathara,school,11.668367504759354,76.01359940927573
St.Antonies Upper Primary School Kottathara,school,11.65120716537911,76.01931862899546
Government Higher Secondary School Thariode,school,11.645054697098569,76.00626324320862
Government Lower primary School Thariode,school,11.643673597603923,75.99993410870596
Nirmala High School Thariode,school,11.629006124701885,75.99213165633257
St.Mary's Upper Primary School Thariode,school,11.629144972839848,75.99104212099813
Serve Adivasi Lower Primary School Thariode,school,11.642113510851065,75.98125319046402
W M O Green Mount School,school,11.67790839319278,75.98011583172395
Holy Face School Makkiyad,school,11.739697978164841,75.8979945635383
Government Lower Primary School Kadathuvayal,school,11.737881674826586,75.92434576575802
Government High School Thettamala,school,11.746819662317797,75.93273710873008
"National A Lower Primary School , Edavaka",school,11.758693250126326,75.94695535491631
Government Lower Primary School Mothakkara,school,11.70471962383086,75.94968440359763
"Government High School, Varambetta",school,11.690275840655945,75.95750770577543
Aided Lower Primary School Kokkadavil,school,11.741713815407143,75.96939648175221
Government Higher Secondary School Tharuvana,school,11.737736238935986,75.98328728369145
Government Upper Primary School Tharuvana,school,11.736785789709035,75.98390081592468
A Lower Primary School Cherukara,school,11.715899419554603,75.97699414321437
V Lower Primary School Puthussery,school,11.689747609654487,75.97665066377118
"Government High School, Kurumbala",school,11.693611388360253,75.99667580558558
Government Lower Primary School Paliana,school,11.719264144412719,75.99645463376693
Government Upper Primary School Karingari,school,11.735326101057709,75.99496167775642
Government Upper Primary School Nalloornadu,school,11.748439427954708,76.00772799312253
Government Lower Primary School Kelloor,school,11.752369464142214,76.02083038524808
Government Model Upper Primary School Anjukunnu,school,11.752494504429174,76.03982342113949
R C Upper Primary School Pallikunnu,school,11.68284920694031,76.05467040103039
St Thomas Lower Primary School Arinchermala,school,11.706293428996169,76.06547735603762
Government Lower Primary School Palukunnu,school,11.739556875553884,76.05822493424414
Apple Day Oriental School,school,11.699928842837203,76.07703897102739
Government Upper Primary School Kaniyambetta,school,11.69465905,76.08052505
St Marys Public School Panamaram,school,11.74962062296547,76.06926250824681
Government Higher Secondary School Panamaram,school,11.738034520225048,76.06934536995273
Government Lower Primary School Panamaram,school,11.737598702782384,76.07215627236316
Peripatatic Tr School Pariyaram,school,11.744239740172892,76.08517726434283
Government Lower Primary School Cheekkalloor,school,11.721394516597217,76.09588648594885
Government Lower Primary School Nelliyambam,school,11.739798458230352,76.10254344202826
Government Upper Primary School Poothadi,school,11.72045201050003,76.12682534145216
A Upper Primary School Arimula,school,11.700779286661044,76.13353304568449
N A A Upper School Manikavu,school,11.691707809446719,76.15556871389495
S A Lower Primary School Gokhale Nagar,school,11.682213615290813,76.1827501804103
K V A Upper Primary School Koleri,school,11.715025835715187,76.16451389155938
A Lower Primary School Marianad Pambra,school,11.732222226620172,76.19458768905712
Christ English Medium School Irulam,school,11.750076163986607,76.19647418665387
S N Balavihar Irulam,school,11.748746673131285,76.19245926119378
Crescent Public School Vakery,school,11.695452893155425,76.20721191101589
Government Vocational Higher Secondary School Vakery,school,11.695758579387181,76.20592310365775
S N A Lower Primary School Narayanpuram,school,11.711224458704343,76.21304297899084
Government High School Chenad,school,11.734790734104878,76.24413491446863
Nirmala Matha Public School,school,11.685223943279658,76.2643296661555
Government High School Kuppadi,school,11.682467336941453,76.26779433744775
Government High School Odappallam,school,11.6964188795102,76.28710328520383
Government High School Odappallam,school,11.69642208374239,76.28709944062956
Channali Stores,general,11.67664425,76.13518524999999
Calicut Bakery,bakery,11.676663434640972,76.1348907712301
Kallayi,furniture,11.662284000000001,76.16175295
Surabhi,hardware,11.660434425062473,76.16531518946618
Ration Shop,convenience,11.6500225,76.27843370000001
Mundakkan stores,supermarket,11.667964169086526,76.28166480442827
alpskokkadavil ground,school,11.741867392946496,75.96912200682247
"Upper Primary School, Padinjarathara",school,11.682706585673845,75.97495960865935
"Government Higher Secondary School, Padinharathara",school,11.684392464522766,75.97589522809497
gups chennalode school ground,school,11.662663020503453,75.98633285773047
"Government Lower Primary School, Madakkimala",school,11.659590254269071,76.08485366547004
GLPS Karachal,school,11.779635502404428,75.89832524819681
"St Thomas English Lower Primary School, Padinjarethara",school,11.675494985079705,75.95103416042029
CMS UP SCHOOL NEDINKARANA,school,11.545359978200333,76.18139233748299
Govt.U P School Sugandhgiri,school,11.553912358492921,76.02354506003329
"Government Lower Primary School, Mechana",school,11.679982659967488,76.00869744293716
"Government Lower Primary School,Thengumunda",school,11.684646191020647,75.96410537339064
കാക്കവയല്‍ സ്ക്കൂള്‍ ഗ്രൗണ്ട്,school,11.647809979967741,76.1442681539817
G L P SCHOOL KALPETTA OFFICE,school,11.60828760233272,76.08395451088201
G L P SCHOOL KALPETTA AUDITORIUM,school,11.608361838963505,76.08393411717857
GLP SCHOOL KALPETTA BUILDINGS,school,11.608452868293764,76.08389676447455
G L P SCHOOL KALPETTA,school,11.608436207516219,76.08406185407301
GWLPS VENGAPPALLY,school,11.635271576908602,76.033523126323
St Pauls LP School Puthiyidamkunnu,school,11.756163324882596,75.98092723643644
Government High School Cheeral,school,11.609122430474585,76.31453622377248
GUPS VELLAMUNDA PLAY GROUND,school,11.73514324078545,75.93510758077916
govt school pallikkal,school,11.777152360951101,75.97692319381164
Government lp School Pulikkad,school,11.722528298133117,75.98362060103346
"Moonlight Lower Primary School, Mundakutty",school,11.712239194786767,76.00818349803927
Vijaya High School Pulpally,school,11.790074529827264,76.16706800998075
"Sreejaya ALPS Noolpuzha,Nenmenikunnu",school,11.644278672413625,76.33312651719154
Pazhassi Tribal Hostel school,school,11.829611842536577,75.83545456854591
Government Lower Primary School Peechamcode,school,11.749382428964786,76.00091489325875
Varadoor Aided UP School,school,11.704631017122905,76.10118764442007
Millumukku Hayathul Islam Secondary Madrassa and ALBiRR Islamic Pre School,school,11.701238252244725,76.07791842547387
Grand Tiles Center Panamaram,tiles,11.7190256,76.08041845000001
"Government High School Ground, Neervarm",school,11.773573352007874,76.0804314359178
Supplyco,convenience,11.664521723638485,76.26098143348155
Friends Light And Sounds,lighting,11.811675316645323,76.0050381791271
Meppadi fish market,fishing,11.55469512273318,76.131180294852
White mart,electronics,11.553812494379082,76.13534777717939
"Ration Shop, Kuttamangalam",grocery,11.63643746498911,76.11506018311273
"Kristu Raja School Ground, Vellarmkunnu",school,11.593729080938559,76.0592870206544
"St George Lower Primary School, Kolavayal",school,11.659268018216618,76.12055570676684
"Pre-Primary School, Kallupadi",school,11.6341495,76.1503699
"Ration Shop, Kallupadi",grocery,11.635124396460272,76.15111433408146
"W.O High School, Muttil",school,11.63268546687172,76.11844643218032
"Government Lower Primary School, Edapetty",school,11.633397764413564,76.09750128345154
Government Lower Primary School Cheegavalam,school,11.589274472478456,76.2092352183101
Kp Tower,supermarket,11.679003480019682,76.02448341171664
"Ration Shop, Venniyode",grocery,11.679131672349317,76.024069600697
Ration Shop,convenience,11.867148335367684,75.95031809551809
makkimala  dairy producers co-operative union,dairy,11.8646652,75.9523862
supplyco supermarket,supermarket,11.840555350000002,75.95449380000001
nalinakshans stationary shop,stationery,11.796594124162965,75.94105502397768
St Marys Bethany English Medium School,school,11.791149766363707,75.93749982567269
Fruit and Vegetable co-operative store,greengrocer,11.791075332291706,75.93683726557836
Fruit and Vegetable co-operative store,greengrocer,11.791092127807122,75.93673782572357
Ration Shop,convenience,11.813828351790772,75.95043343861636
family hyper market valad,supermarket,11.794394800911876,75.90510529556978
Government Tribal Higher Secondary school,school,11.81321405548895,75.90214636828219
milk producers co-operative society,dairy,11.839275470863619,75.89884796206269
milk producers co-operative society kattimoola,dairy,11.804281649247335,75.92649496677417
Mithuna Bakery,bakery,11.723034250000003,76.1524831
Ration Shop,grocery,11.724238409135646,76.15376221221214
Workshop,motorcycle_repair,11.724975818267712,76.15391983352748
Aryakhandhi Silks and Readymades,clothes,11.723769050000003,76.1497794
"Infant Jesus School, Kenichira",school,11.725443783048547,76.14718800340418
"Ration Shop, Vythiri",grocery,11.555553456084224,76.03929742355534
Maveli store,convenience,11.556311177854122,76.0387914060632
Ambli store,supermarket,11.555074184234638,76.03923865106627
NSS Higher Secondary School,school,11.597032575550369,76.08150843614024
Hairer Dressing building,hairdresser,11.754401014753798,75.96849486902404
Ration shop,general,11.819384236589565,75.92828344261808
"Government Higher Secondary School, Vythiri",school,11.550502467900035,76.04360476131112
Vakkan's Chandanada,kiosk,11.757233639461987,75.97551452760419
Alattil milk producers co-operative Society,dairy,11.806524480812408,75.86781320974747
ration shop valad,general,11.793790881933141,75.90459875370979
Ration Shop Thalappuzha 44,general,11.83856197712188,75.94339005024311
Ration Store Varayal,general,11.839867244086793,75.90230258328795
"Ration Shop, Old Vythiri",grocery,11.540541449631927,76.037615383333
"Ration Shop, Thalipuzha",grocery,11.535239997798827,76.03065376657992
"S A Lower Primary School,Kottathara",school,11.659511356842387,76.05785076730176
"Government Vocational Higher Secondary School, Karimkutty",school,11.660698533453305,76.0606667098078
"Ration Shop, Valal",grocery,11.668050740321947,76.01329619379662
Kandathuvayal school ground,school,11.739320990205922,75.91762241678329
Ration Shop,convenience,11.737090994930876,75.97232172653062
St.Peter'S And St.Paul'S English Medium Higher Secondary School,school,11.660221969079767,76.1719813392891
4u cafe,tea,11.766383011026319,75.96264302626717
kallody aaganvadi,school,11.766887551779364,75.96298174520494
ELLUMANDAM SCHOOL GROUND,school,11.786057626910425,75.96223345852934
Ration Shop,convenience,11.760482702658347,75.94377324516357
Ration Shop,convenience,11.785709178361818,75.96208496986196
Ration Shop,convenience,11.749988064468758,76.00044725229736
Ration Shop,convenience,11.795788027798434,75.99859660028879
Government Higher Secondary School Meenangadi,school,11.66417386710745,76.16729862569898
GLPS CC Bhoothanam,school,11.681576001085771,76.2029678132436
Ration Shop,convenience,11.783913034422772,76.03779419460018
Ration Shop,convenience,11.758357799588852,76.00570120457104
